1349.00,京品手机Redmi,Note,9,Pro,5G,一亿像素,骁龙750G,33W快充,120Hz刷新率,湖光秋色,8GB+256GB,智能手机,小米,红米
599.00,Redmi,9A,5000mAh大电量,1300万AI相机,八核处理器,人脸解锁,4GB+64GB,砂石黑,智能手机,小米,红米
1269.00,Redmi,Note,11,5G,天玑810,33W,Pro快充,5000mAh大电池,6GB,+128GB,神秘黑境,智能手机,小米,红米
699.00,Redmi,10A,5000mAh大电量,1300万AI相机,八核处理器,指纹解锁,4GB+64GB,暗影黑,智能手机,小米,红米
2399.00,Redmi,K50,天玑8100,2K柔性直屏,OIS光学防抖,67W快充,5500mAh大电量,墨羽,8GB+128GB,5G智能手机,小米红米
581.00,小米红米9A,智能老人手机,4G全网通,晴空蓝,4+64G,官方标配
1069.00,Redmi,Note,11,4G,FHD+,90Hz高刷屏,5000万三摄,G88芯片,5000mAh电池,6GB+128GB,梦幻晴空,手机,小米,红米
1999.00,Redmi,K40S,骁龙870,三星E4,AMOLED,120Hz直屏,OIS光学防抖,67W快充,亮黑,8GB+128GB,5G智能手机,小米红米
1599.00,Redmi,Note,11,Pro,5G,三星AMOLED高刷屏,1亿像素,67W快充,VC液冷散热,6GB+128GB,迷雾森林,手机,小米,红米
580.00,小米Redmi,红米9a,智能学生老人手机,砂石黑,4GB+64GB
579.00,小米,Redmi,红米9A,智能老人,手机,【店内红米10A可选】,晴空蓝,全网通,4GB+64GB
2999.00,Redmi,K50,Pro,天玑9000,AMOLED,2K柔性直屏,OIS光学防抖,120W快充,墨羽,8GB+128GB,5G智能手机,小米红米
5499.00,小米11,Ultra,至尊,5G,骁龙888,2K,AMOLED四曲面柔性屏,陶瓷工艺,8GB+256GB,黑色,游戏手机
5399.00,小米12,Pro,骁龙8,Gen1,2K,AMOLED,120Hz高刷,5000万疾速影像,120W小米澎湃秒充,12GB+256GB,黑色,5G手机
3499.00,小米11,5G,骁龙888,2K,AMOLED四曲面柔性屏,1亿像素,55W有线闪充,50W无线闪充,8GB+128GB,黑色,手机
3969.00,小米11,Pro,5G,骁龙888,2K,AMOLED四曲面柔性屏,67W无线闪充,3D玻璃工艺,12GB+256GB,紫色,手机
